RVIS,ensemblId:ID,TSS:int,strand,HGNCSymbol,entrezId,pLi
NA,ENSG00000207112,93463812,-1,SNORA25,684959,NA
NA,ENSG00000206799,93464265,-1,SNORA32,692063,NA
NA,ENSG00000202314,93464740,-1,SNORD6,692075,NA
NA,ENSG00000206834,93465299,-1,SNORA1,677792,NA
NA,ENSG00000207304,93465665,-1,SNORA8,654320,NA
NA,ENSG00000239195,93466466,-1,SNORD5,692072,NA
NA,ENSG00000207145,93466763,-1,SNORA18,677805,NA
NA,ENSG00000221170,93466930,-1,MIR1304,100302240,NA
NA,ENSG00000210825,93468402,-1,SNORA40,NA,NA
58.52394917,ENSG00000182919,93474757,1,C11orf54,28970,0.00735855500344581
11.07526882,ENSG00000042429,93517393,1,MED17,9440,3.88512441026693e-06
NA,ENSG00000265292,93533649,1,RN7SL195P,NA,NA
NA,ENSG00000214376,93583697,-1,VSTM5,387804,NA
NA,ENSG00000255995,93724595,-1,HPRTP4,NA,NA
NA,ENSG00000256752,93732384,-1,HPRTP3,NA,NA
74.3597263,ENSG00000181333,93754527,1,HEPHL1,341208,7.16328140545691e-28
41.1827957,ENSG00000110218,93862094,1,PANX1,24145,0.00309549630219255
NA,ENSG00000183560,94038759,1,FOLR4,390243,9.45254021176074e-09
49.11045943,ENSG00000123901,94134585,-1,GPR83,10888,0.0324677129064709
NA,ENSG00000020922,94227074,-1,MRE11A,4361,0.00115883260457516
NA,ENSG00000221230,94199746,-1,MIR548L,100302275,NA
46.02150538,ENSG00000168876,94226795,1,ANKRD49,54851,0.173264896104373
NA,ENSG00000257057,94245747,1,LINC01171,NA,NA
56.83284457,ENSG00000134627,94277006,1,PIWIL4,143689,7.41292866543896e-06
48.48484848,ENSG00000196371,94277017,1,FUT4,2526,0.055379992152633
44.37927664,ENSG00000166025,94439597,1,AMOTL1,154810,0.31122818605871
NA,ENSG00000213368,94646212,1,ST13P11,NA,NA
41.26099707,ENSG00000150316,94706776,-1,CWC15,51503,0.9002772115237
33.37243402,ENSG00000186280,94706845,1,KDM4D,55693,0.149201646842992
75.48387097,ENSG00000235268,94758422,1,KDM4E,390245,0.764772097616784
NA,ENSG00000180771,94800056,1,SRSF8,NA,NA
65.63049853,ENSG00000149218,94822974,1,ENDOD1,23052,1.42162447825975e-06
21.54447703,ENSG00000149212,94965705,-1,SESN3,143686,0.994296082928102
31.15347019,ENSG00000077458,95523573,-1,FAM76B,143684,0.0224491994808166
34.78005865,ENSG00000166037,95523129,1,CEP57,9702,0.565432341176635
35.3372434,ENSG00000087053,95658479,-1,MTMR2,8898,0.212768599766799
NA,ENSG00000222578,95573288,-1,RNA5SP345,NA,NA
67.94721408,ENSG00000184384,96076344,-1,MAML2,84441,0.998525114326019
NA,ENSG00000266192,96074602,1,MIR1260B,100422991,NA
59.54056696,ENSG00000149231,96123087,-1,CCDC82,79780,1.73421696254218e-07
32.86412512,ENSG00000183340,96123153,1,JRKL,8690,0.000583510618527107
NA,ENSG00000255679,96239990,-1,JRKL-AS1,100874053,NA
NA,ENSG00000200411,96207856,-1,RNA5SP346,NA,NA
NA,ENSG00000255205,96871711,-1,MED28P5,NA,NA
NA,ENSG00000199315,97528464,1,RNA5SP347,NA,NA
59.257087,ENSG00000149972,98891683,1,CNTN5,53942,0.00135406144303263
NA,ENSG00000223269,98990906,1,RN7SKP53,NA,NA
NA,ENSG00000255547,100207588,1,RPA2P3,NA,NA
NA,ENSG00000242165,100513004,-1,RN7SL222P,NA,NA
NA,ENSG00000165895,100558384,1,ARHGAP42,143872,NA
NA,ENSG00000200047,100710361,1,RN7SKP115,NA,NA
67.35092864,ENSG00000170647,100862811,1,TMEM133,83935,0.025317130805039
68.64125122,ENSG00000082175,101001255,-1,PGR,5241,0.884782623229294
6.735092864,ENSG00000137672,101743293,-1,TRPC6,7225,0.00456410505335574
NA,ENSG00000263885,101390636,-1,MIR3920,100500823,NA
92.05278592,ENSG00000187151,101787253,-1,ANGPTL5,253935,1.75089935363839e-11
NA,ENSG00000110318,101785746,1,KIAA1377,57562,6.77476563137896e-13
32.46334311,ENSG00000137691,101918174,1,C11orf70,85016,8.92573228629031e-06
28.70967742,ENSG00000137693,101981192,1,YAP1,10413,0.998547799526509
NA,ENSG00000212466,102184453,1,RNU6-952P,NA,NA
27.98631476,ENSG00000023445,102188215,1,BIRC3,330,0.886667092506474
21.51515152,ENSG00000110330,102217942,1,BIRC2,329,0.40445564763058
71.52492669,ENSG00000152558,102341115,-1,TMEM123,114908,0.605287080500358
69.65786901,ENSG00000137673,102401484,-1,MMP7,4316,1.6572045692897e-09
60.85043988,ENSG00000137674,102496063,-1,MMP20,9313,1.62632042148573e-08
89.80449658,ENSG00000137675,102576537,-1,MMP27,64066,2.34681280025563e-10
82.60997067,ENSG00000118113,102597781,-1,MMP8,4317,1.17621282658989e-19
NA,ENSG00000255282,102617699,1,WTAPP1,100288077,NA
78.48484848,ENSG00000166670,102651359,-1,MMP10,4319,1.98053112611486e-13
91.30009775,ENSG00000196611,102668891,-1,MMP1,4312,2.48971498237184e-15
76.64711632,ENSG00000149968,102714534,-1,MMP3,4314,3.50440404382942e-08
NA,ENSG00000110347,102745764,-1,MMP12,4321,NA
NA,ENSG00000238562,102774683,-1,RNU7-159P,NA,NA
60.11730205,ENSG00000137745,102826463,-1,MMP13,4322,2.16777707829054e-05
51.02639296,ENSG00000137692,102962944,-1,DCUN1D5,84259,0.97199487015266
40.31280547,ENSG00000187240,102980160,1,DYNC2H1,79659,2.1785373082787e-21
NA,ENSG00000254565,103277969,-1,MTND2P26,NA,NA
NA,ENSG00000253245,103279104,-1,MTND1P36,NA,NA
NA,ENSG00000264200,103720634,1,MIR4693,100616457,NA
55.54252199,ENSG00000170962,104035107,-1,PDGFD,80310,0.0159483357606564
62.40469208,ENSG00000170967,103907308,1,DDI1,414301,5.48151682948122e-06
NA,ENSG00000252251,104123307,1,RNA5SP348,NA,NA
NA,ENSG00000204403,104769397,-1,CASP12,100506742,0.0877124851163816
74.85826002,ENSG00000196954,104840163,-1,CASP4,837,8.20826546130762e-07
84.60410557,ENSG00000137757,104893895,-1,CASP5,838,8.10674722109889e-09
61.79863148,ENSG00000137752,104972158,-1,CASP1,834,0.13679833104076
81.08504399,ENSG00000204397,104972158,-1,CARD16,114769,0.0401643320693458
NA,ENSG00000254750,104942268,-1,CASP1P2,NA,NA
76.98924731,ENSG00000255221,104972158,-1,CARD17,440068,0.000301791817816637
NA,ENSG00000255430,104994066,-1,CASP1P1,NA,NA
74.03714565,ENSG00000255501,105010453,-1,CARD18,59082,0.0487537469113847
NA,ENSG00000254767,105065673,-1,OR2AL1P,NA,NA
4.574780059,ENSG00000152578,105480721,1,GRIA4,2893,0.988749209826684
NA,ENSG00000222663,105695360,1,RNU4-55P,NA,NA
NA,ENSG00000252081,105845658,-1,RNU6-277P,NA,NA
24.40860215,ENSG00000170903,105893130,-1,MSANTD4,84437,0.00546195429080008
19.5601173,ENSG00000182359,105948492,-1,KBTBD3,143879,2.5976137143971e-05
37.34115347,ENSG00000149313,105946228,1,AASDHPPT,60496,0.0839417342934132
19.36461388,ENSG00000152402,106889250,-1,GUCY1A2,2977,0.377257492585874
53.11827957,ENSG00000152404,107328572,-1,CWF19L2,143884,9.64691491307459e-09
NA,ENSG00000225215,107275315,-1,SMARCE1P1,NA,NA
NA,ENSG00000137760,107436472,-1,ALKBH8,91801,0.00282934969265518
50.51808407,ENSG00000110675,107461817,1,ELMOD1,643923,0.536337679434055
57.11632454,ENSG00000170290,107590419,-1,SLN,6588,0.393191120931887
73.68523949,ENSG00000110660,107799019,-1,SLC35F2,54733,0.00952167661780261
30.51808407,ENSG00000179331,107799229,1,RAB39A,54734,0.00185648965406038
11.89638319,ENSG00000166266,107879459,1,CUL5,8065,0.999964792113235
36.88172043,ENSG00000075239,107992243,1,ACAT1,38,0.00159951559198285
52.2971652,ENSG00000149308,108093369,-1,NPAT,4863,0.14267656931501
18.82697947,ENSG00000149311,108093211,1,ATM,472,2.71064232749178e-30
70.03910068,ENSG00000166323,108338258,-1,C11orf65,160140,8.78129550119407e-17
43.19648094,ENSG00000178202,108369159,-1,KDELC2,143888,1.57001885647098e-08
95.80645161,ENSG00000110723,108464465,-1,EXPH5,23086,5.76468072680194e-21
47.771261,ENSG00000178105,108535752,1,DDX10,1662,5.41642779880176e-11
NA,ENSG00000240698,108561683,-1,RPS2P39,NA,NA
NA,ENSG00000255379,108693377,-1,CYCSP29,NA,NA
NA,ENSG00000201243,108876244,1,RNU6-654P,NA,NA
NA,ENSG00000200613,108991713,-1,RNA5SP349,NA,NA
48.55327468,ENSG00000185742,109292846,1,C11orf87,399947,0.245098740734549
NA,ENSG00000254798,109778467,-1,TFAMP2,NA,NA
13.15738025,ENSG00000149289,109964087,1,ZC3H12C,85463,0.998726025413791
29.22776149,ENSG00000137710,110167447,-1,RDX,5962,0.998954589256721
59.42326491,ENSG00000137714,110300607,1,FDX1,2230,0.0839816283786201
50.3030303,ENSG00000137727,110583912,-1,ARHGAP20,57569,0.00902004672136777
NA,ENSG00000233497,110659735,-1,HNRNPA1P60,NA,NA
NA,ENSG00000200168,110910932,-1,RNA5SP350,NA,NA
NA,ENSG00000239354,110976619,-1,RPS17P15,NA,NA
59.38416422,ENSG00000150750,111126707,1,C11orf53,341032,7.52888554833811e-05
NA,ENSG00000196167,111175770,-1,COLCA1,399948,0.0266155404570166
NA,ENSG00000214290,111169565,1,COLCA2,120376,NA
NA,ENSG00000264032,111218482,1,MIR4491,100616330,NA
38.34799609,ENSG00000110777,111326355,-1,POU2AF1,101928620,0.752817874787067
NA,ENSG00000253099,111253817,1,RNU2-60P,NA,NA
43.02052786,ENSG00000137707,111383079,-1,BTG4,54766,0.256389240572353
NA,ENSG00000207811,111383663,1,MIR34B,407041,NA
NA,ENSG00000207562,111384164,1,MIR34C,407042,NA
81.20234604,ENSG00000183644,111385510,1,C11orf88,399949,0.0986136578440954
65.37634409,ENSG00000204381,111411005,1,LAYN,143903,2.17830732747888e-06
9.824046921,ENSG00000170145,111473115,1,SIK2,23235,0.99983680888605
NA,ENSG00000223324,111553835,1,RN7SKP273,NA,NA
59.27663734,ENSG00000137713,111637151,-1,PPP2R1B,5519,2.18828630617287e-07
39.9315738,ENSG00000086848,111742305,-1,ALG9,79796,0.00122530850136209
NA,ENSG00000254450,111699936,-1,ALG9-IT1,NA,NA
NA,ENSG00000254949,111734977,1,GNG5P3,NA,NA
77.54643206,ENSG00000255561,111751967,-1,FDXACB1,91893,3.14671300310384e-07
64.97556207,ENSG00000137720,111749659,1,C11orf1,64776,7.80824715195598e-07
NA,ENSG00000176343,111760198,-1,RPL37AP8,NA,NA
50.69403715,ENSG00000109846,111794446,-1,CRYAB,1410,0.00909092009196377
NA,ENSG00000254445,111783460,1,HSPB2-C11orf52,91894,NA
69.74584555,ENSG00000149300,111788756,1,C11orf52,91894,0.0237243779473785
71.44672532,ENSG00000150764,111797868,1,DIXDC1,85458,4.26871314762917e-06
NA,ENSG00000238965,111799124,1,RNA5SP351,NA,NA
42.76637341,ENSG00000150768,111895538,1,DLAT,1737,6.67603193149511e-06
NA,ENSG00000230911,111901091,-1,PPIHP1,10465,NA
NA,ENSG00000238444,111903322,-1,RNU6-893P,NA,NA
47.36070381,ENSG00000150773,111944998,-1,PIH1D2,120379,0.000130201269552391
37.72238514,ENSG00000150776,111944810,1,C11orf57,55216,0.913210185651405
48.56304985,ENSG00000150779,111957522,-1,TIMM8B,26521,0.226807933085792
48.99315738,ENSG00000204370,111957497,1,SDHD,6392,0.70544004830206
53.67546432,ENSG00000150782,112034840,-1,IL18,3606,0.102774109232244
56.05083089,ENSG00000150783,112038095,1,TEX12,56158,0.133134681714709
92.13098729,ENSG00000197580,112046190,1,BCO2,83875,1.83157881067306e-13
NA,ENSG00000255231,112079324,1,MRPS36P4,NA,NA
NA,ENSG00000243930,112089049,1,RPS12P21,NA,NA
47.46823069,ENSG00000150787,112097088,1,PTS,5805,0.00115618802233995
NA,ENSG00000243250,112106748,-1,RPS6P16,NA,NA
NA,ENSG00000188771,112131583,-1,PLET1,349633,NA
NA,ENSG00000213234,112139094,-1,ST13P10,NA,NA
NA,ENSG00000206772,112223385,-1,RNU6-44P,NA,NA
NA,ENSG00000213233,112332643,-1,RPL23AP62,NA,NA
16.12903226,ENSG00000149294,112831997,1,NCAM1,4684,NA
NA,ENSG00000238998,112848075,1,RNU7-187P,NA,NA
NA,ENSG00000227487,113144623,-1,NCAM1-AS1,100288346,NA
55.2688172,ENSG00000149292,113185251,1,TTC12,54970,1.44726952967987e-07
99.10068426,ENSG00000170209,113258513,1,ANKK1,255239,2.51117065910348e-08
30.20527859,ENSG00000149295,113346413,-1,DRD2,1813,0.733263888671177
NA,ENSG00000265140,113320810,-1,MIR4301,100422855,NA
84.02737048,ENSG00000166682,113577095,-1,TMPRSS5,80975,2.57785706102948e-08
27.48778104,ENSG00000086827,113644533,-1,ZW10,9183,0.0472628924555654
36.64711632,ENSG00000228607,113650469,1,CLDN25,644672,2.36412438667322e-09
NA,ENSG00000256167,113659953,1,ATF4P4,NA,NA
NA,ENSG00000257101,113662188,1,LRRC37A13P,NA,NA
12.61974585,ENSG00000048028,113746292,-1,USP28,57646,0.031657505195455
NA,ENSG00000201687,113730068,1,RNU6-1107P,NA,NA
83.81231672,ENSG00000149305,113775399,1,HTR3B,9177,6.14952696572758e-07
71.9941349,ENSG00000166736,113845603,1,HTR3A,3359,1.02839422335736e-09
10.28347996,ENSG00000109906,113930315,1,ZBTB16,7704,0.980087305825708
69.36461388,ENSG00000166741,114128509,1,NNMT,101928916,0.00427916395502723
67.61485826,ENSG00000180425,114271139,-1,C11orf71,54494,0.00842481501256066
33.83186706,ENSG00000076053,114270752,1,RBM7,10179,0.769935289328386
51.98435973,ENSG00000076043,114310108,1,REXO2,25996,0.888428672321779
NA,ENSG00000255982,114384153,-1,NXPE2P1,NA,NA
75.23949169,ENSG00000095110,114430617,-1,NXPE1,120400,3.48609216284613e-10
91.82795699,ENSG00000137634,114466484,-1,NXPE4,54827,2.74741341116275e-08
NA,ENSG00000204361,114549108,1,NXPE2,120406,0.244911849376349
34.67253177,ENSG00000182985,115375675,-1,CADM1,23705,0.99438640410443
NA,ENSG00000246100,115631345,-1,LINC00900,283143,NA
79.61876833,ENSG00000137656,116643704,-1,BUD13,84811,0.00229542848916745
NA,ENSG00000109917,116658766,-1,ZNF259,8882,0.0193034953229086
64.16422287,ENSG00000110243,116663136,-1,APOA5,116519,1.37735073361006e-06
88.9540567,ENSG00000110244,116694022,-1,APOA4,337,3.57595118139907e-05
57.37047898,ENSG00000110245,116700422,1,APOC3,345,0.00067802640410586
46.01173021,ENSG00000118137,116708666,-1,APOA1,335,0.0487383759438174
NA,ENSG00000235910,116706833,1,APOA1-AS,NA,NA
13.26490714,ENSG00000160584,116969153,-1,SIK3,23387,0.999882540750175
NA,ENSG00000231865,116761437,-1,SIK3-IT1,NA,NA
NA,ENSG00000200537,116886613,1,RNY4P6,NA,NA
34.20332356,ENSG00000168092,117014983,1,PAFAH1B2,5049,0.962029472445706
37.42913001,ENSG00000149577,117049449,1,SIDT2,51092,0.00257240105871232
53.8514174,ENSG00000149591,117070037,1,TAGLN,6876,0.241537680178233
27.29227761,ENSG00000160613,117103241,-1,PCSK7,9159,0.191369613352617
5.571847507,ENSG00000167257,117103341,1,RNF214,257160,0.830018244677536
26.75464321,ENSG00000186318,117186975,-1,BACE1,23621,0.944278809144277
82.15053763,ENSG00000110274,117185273,1,CEP164,22897,9.66879225304467e-18
0.674486804,ENSG00000177103,117688240,-1,DSCAML1,57453,0.999999092176902
62.21896383,ENSG00000137731,117699413,-1,FXYD2,486,0.698943754498667
61.77908113,ENSG00000255245,117747382,-1,FXYD6-FXYD2,100533181,0.637758562604967
51.46627566,ENSG00000137726,117748201,-1,FXYD6,100533181,0.829814383552752
83.95894428,ENSG00000137747,117800174,-1,TMPRSS13,84000,6.08622571727962e-05
80.5083089,ENSG00000110324,117857063,1,IL10RA,3587,0.968345855815418
NA,ENSG00000255274,117957508,-1,TMPRSS4-AS1,100526771,NA
56.06060606,ENSG00000137648,117947753,1,TMPRSS4,56649,1.19754386539244e-08
52.27761486,ENSG00000177098,118023603,-1,SCN4B,6330,0.00153522738620452
54.56500489,ENSG00000149575,118047388,-1,SCN2B,6327,0.133477243490071
NA,ENSG00000160593,118095809,-1,AMICA1,120425,0.0040590935326328
NA,ENSG00000255163,118079926,-1,HSPE1P18,NA,NA
55.56207234,ENSG00000160588,118123065,-1,MPZL3,196264,6.52170419480443e-09
87.10654936,ENSG00000149573,118135251,-1,MPZL2,10205,1.21919862877634e-11
67.45845552,ENSG00000198851,118175260,1,CD3E,916,0.302672925327359
35.36656891,ENSG00000167286,118213459,-1,CD3D,915,0.00662794601075922
66.34408602,ENSG00000160654,118215059,1,CD3G,917,0.0250305279644512
10.15640274,ENSG00000110344,118230300,1,UBE4A,9354,0.937619432134248
45.99217986,ENSG00000167283,118271869,1,ATP5L,10632,0.337891181698725
NA,ENSG00000263889,118301123,1,RN7SL86P,NA,NA
0.254154448,ENSG00000118058,118307205,1,KMT2A,4297,1
54.93646139,ENSG00000172425,118398187,1,TTC36,143941,0.507038897896992
75.06353861,ENSG00000149582,118401756,1,TMEM25,84866,0.00042136891544107
70.4398827,ENSG00000118096,118443685,-1,IFT46,56912,0.950870755108113
NA,ENSG00000243431,118431405,1,RPL5P30,NA,NA
19.72629521,ENSG00000095139,118443105,1,ARCN1,372,0.999850871289472
NA,ENSG00000207185,118464703,1,RNU6-1157P,NA,NA
30.85043988,ENSG00000019144,118477155,1,PHLDB1,102466719,0.81858015218857
75.28836755,ENSG00000118094,118550399,-1,TREH,11181,1.40028647894894e-14
NA,ENSG00000207462,118573051,1,RNU6-376P,NA,NA
32.88367546,ENSG00000110367,118661858,-1,DDX6,1656,0.998985995919041
NA,ENSG00000254621,118705265,-1,SETP16,NA,NA
47.96676442,ENSG00000160683,118754475,1,CXCR5,643,0.16025378973425
2.668621701,ENSG00000186174,118796317,-1,BCL9L,283149,0.998124598837792
NA,ENSG00000264211,118781417,1,MIR4492,100616376,NA
77.5659824,ENSG00000110375,118795873,1,UPK2,7379,2.80119065022381e-06
NA,ENSG00000239726,118801920,1,RN7SL688P,NA,NA
63.72434018,ENSG00000176302,118842417,1,FOXR1,283150,0.00292657754004723
NA,ENSG00000242712,118865044,1,RN7SL529P,NA,NA
51.54447703,ENSG00000186166,118868852,1,CCDC84,338657,4.70436509120475e-06
NA,ENSG00000240970,118874156,-1,RPL23AP64,649946,NA
43.68523949,ENSG00000118181,118889401,-1,RPS25,6230,0.809686936073412
33.32355816,ENSG00000196655,118889142,1,TRAPPC4,100500840,0.0013236960271552
NA,ENSG00000266398,118889654,1,MIR3656,100500840,NA
NA,ENSG00000137700,118901616,-1,SLC37A4,2542,0.000674732363421853
9.794721408,ENSG00000149428,118927913,-1,HYOU1,10525,0.9997793595111
21.83773216,ENSG00000160695,118938403,1,VPS11,55823,0.223659481916243
50.14662757,ENSG00000256269,118955576,1,HMBS,3145,0.944813615556974
35.58162268,ENSG00000188486,118966177,-1,H2AFX,3014,0.620410500240712
25.44477028,ENSG00000172269,118979041,-1,DPAGT1,1798,0.00018751828847891
30.46920821,ENSG00000172375,118972908,1,C2CD2L,9854,0.998151740074915
41.83773216,ENSG00000172273,118992297,1,HINFP,25988,0.979628977326725
14.84848485,ENSG00000172350,119019722,1,ABCG4,64137,0.000455417358401195
97.24340176,ENSG00000160703,119037277,1,NLRX1,79671,9.83505664629216e-22
88.41642229,ENSG00000172367,119056166,1,PDZD3,79849,3.35725944256501e-07
81.42717498,ENSG00000248712,119067479,-1,CCDC153,283152,0.154452992851167
11.43695015,ENSG00000110395,119076752,1,CBL,867,0.00678735718516732
NA,ENSG00000222249,119160387,-1,RNU6-262P,NA,NA
35.45454545,ENSG00000076706,119192231,-1,MCAM,102465453,0.0547531292437873
38.93450635,ENSG00000173456,119205237,1,RNF26,79102,0.677950757165205
38.98338221,ENSG00000223953,119217383,-1,C1QTNF5,114902,0.830646789327775
63.714565,ENSG00000235718,119217383,-1,MFRP,114902,5.34353005764772e-08
59.59921799,ENSG00000036672,119252436,-1,USP2,9099,0.185180861868735
NA,ENSG00000245248,119252488,1,USP2-AS1,100499227,NA
47.90811339,ENSG00000154096,119295695,-1,THY1,7070,0.164135342066625
NA,ENSG00000255377,119316229,-1,DUXAP5,NA,NA
NA,ENSG00000230716,119475018,-1,KRT8P7,NA,NA
NA,ENSG00000110400,119599794,-1,PVRL1,5818,0.503155896301941
NA,ENSG00000199217,119527021,1,RNU6-1123P,NA,NA
61.17302053,ENSG00000137699,120056237,-1,TRIM29,23650,9.16729542241399e-05
80.97751711,ENSG00000184232,120081475,1,OAF,220323,0.00616888335875156
51.53470186,ENSG00000137709,120107349,1,POU2F3,25833,0.00288839549557629
67.75171065,ENSG00000181264,120195838,1,TMEM136,219902,0.0348719238573205
4.633431085,ENSG00000196914,120207787,1,ARHGEF12,23365,0.99999892582633
12.96187683,ENSG00000149403,120382468,1,GRIK4,2900,0.630846158157366
NA,ENSG00000255006,120490976,-1,TCEB1P22,NA,NA
NA,ENSG00000254735,120807363,-1,HMGB1P42,NA,NA
28.71945259,ENSG00000154114,120894781,1,TBCEL,219899,0.971498208896393
13.16715543,ENSG00000109927,120971882,1,TECTA,7007,1.06498565113514e-12
NA,ENSG00000244400,121121687,-1,RPS4XP12,NA,NA
44.21309873,ENSG00000109929,121163162,1,SC5D,6309,0.103132834566042
NA,ENSG00000232460,121233574,-1,BMPR1APS2,NA,NA
42.47311828,ENSG00000137642,121322912,1,SORL1,6653,0.0174141233573499
NA,ENSG00000252556,121875063,1,RNU6-256P,NA,NA
NA,ENSG00000207971,121970552,-1,MIR125B1,406911,NA
70.23460411,ENSG00000259571,121986923,-1,BLID,414899,0.590165692367457
NA,ENSG00000198975,122017301,-1,MIRLET7A2,406882,NA
NA,ENSG00000207994,122023016,-1,MIR100,406892,NA
NA,ENSG00000252776,122319918,1,RNU4ATAC10P,NA,NA
NA,ENSG00000253035,122322182,1,RNU4ATAC5P,NA,NA
NA,ENSG00000223265,122450015,-1,RNU6-592P,NA,NA
NA,ENSG00000254572,122485194,-1,GLULP3,NA,NA
33.94916911,ENSG00000154127,122526383,1,UBASH3B,84959,0.988510645026986
57.82991202,ENSG00000109943,122709208,1,CRTAM,56253,1.15272875885834e-06
75.15151515,ENSG00000109944,122753391,1,C11orf63,79864,1.16452328608552e-11
NA,ENSG00000199709,122797742,1,RNU4-23P,NA,NA
NA,ENSG00000254944,122831035,1,ATP5F1P5,NA,NA
58.87585533,ENSG00000188909,122852428,-1,BSX,390259,0.136321314394079
NA,ENSG00000243669,122906575,1,RPL34P23,NA,NA
NA,ENSG00000244641,122921061,-1,RPS26P43,NA,NA
NA,ENSG00000233541,122921869,1,RPL31P47,NA,NA
6.246334311,ENSG00000109971,122933938,-1,HSPA8,85390,0.997882601177929
NA,ENSG00000200879,122928869,-1,SNORD14E,85391,NA
NA,ENSG00000207118,122929703,-1,SNORD14D,85390,NA
NA,ENSG00000202252,122930130,-1,SNORD14C,85389,NA
25.21016618,ENSG00000166250,123065989,-1,CLMP,79827,3.02178689371524e-05
NA,ENSG00000265357,123252220,-1,MIR4493,100616319,NA
NA,ENSG00000255414,123325106,1,LINC01059,NA,NA
39.38416422,ENSG00000023171,123396344,1,GRAMD1B,57476,0.984850768297199
NA,ENSG00000254449,123470160,-1,SF3A3P2,NA,NA
36.07038123,ENSG00000166257,123525952,-1,SCN3B,55800,0.347297034219147
9.54056696,ENSG00000166261,123612383,-1,ZNF202,7753,0.138743297874791
79.40371457,ENSG00000221931,123625253,-1,OR6X1,390260,0.00034659635921149
NA,ENSG00000200197,123634635,1,RNU1-21P,NA,NA
56.16813294,ENSG00000196099,123677095,-1,OR6M1,390261,0.00196364804612078
NA,ENSG00000254613,123712584,-1,OR6M2P,NA,NA
NA,ENSG00000254430,123733229,-1,OR6M3P,NA,NA
80.35190616,ENSG00000204300,123756349,-1,TMEM225,338661,0.541094557388445
89.05180841,ENSG00000181518,123777109,1,OR8D4,338662,0.0504863379478631
86.92082111,ENSG00000171014,123810250,1,OR4D5,219875,0.00186757114304027
75.45454545,ENSG00000181499,123814580,-1,OR6T1,219874,7.96194444184611e-05
79.59921799,ENSG00000196248,123848488,-1,OR10S1,219873,0.00188929864169299
NA,ENSG00000198674,123865868,-1,OR10G6,NA,NA
NA,ENSG00000226461,123880362,1,OR10G5P,NA,NA
92.20918866,ENSG00000254737,123886282,1,OR10G4,390264,0.216924072224088
96.5884653,ENSG00000236981,123893720,1,OR10G9,219870,0.00713845173418904
88.42619746,ENSG00000234560,123900297,1,OR10G8,219869,0.636591633450699
97.85923754,ENSG00000182634,123909717,-1,OR10G7,390265,0.00712210899720655
NA,ENSG00000213182,123925577,1,OR10D5P,NA,NA
NA,ENSG00000186268,123965239,-1,OR10D4P,NA,NA
NA,ENSG00000213181,123976675,-1,OR10N1P,NA,NA
75.27859238,ENSG00000110002,123986069,1,VWA5A,4013,1.88623682085499e-15
NA,ENSG00000196403,124029128,1,OR10D1P,NA,NA
NA,ENSG00000197309,124055923,1,OR10D3,NA,NA
NA,ENSG00000239426,124077890,1,OR8F1P,NA,NA
NA,ENSG00000255425,124085346,1,OR8G3P,NA,NA
NA,ENSG00000254845,124109121,1,OR8G7P,NA,NA
NA,ENSG00000197849,124120423,1,OR8G1,26494,0.285950158784041
83.79276637,ENSG00000255298,124134723,1,OR8G5,219865,0.652742658849299
NA,ENSG00000255116,124143866,1,SLC5A4P1,NA,NA
91.56402737,ENSG00000196341,124180733,-1,OR8D1,283159,0.215921298613233
NA,ENSG00000197263,124190184,-1,OR8D2,283160,0.616576837370082
NA,ENSG00000254976,124195685,-1,OR8B7P,NA,NA
NA,ENSG00000255225,124209558,-1,OR8B6P,NA,NA
NA,ENSG00000255030,124228365,-1,OR8B5P,NA,NA
NA,ENSG00000227737,124236447,-1,OR8B1P,NA,NA
NA,ENSG00000229254,124247697,-1,OR8C1P,NA,NA
59.4916911,ENSG00000204293,124253258,-1,OR8B2,26595,0.205712840071851
64.6627566,ENSG00000196661,124267264,-1,OR8B3,390271,0.618283247505984
NA,ENSG00000255048,124274998,-1,OR8X1P,NA,NA
47.27272727,ENSG00000198657,124294789,-1,OR8B4,283162,0.707743835067628
69.13000978,ENSG00000197125,124311054,-1,OR8B8,26493,0.00555520538174593
NA,ENSG00000255510,124330430,1,OR8A2P,NA,NA
NA,ENSG00000229386,124351819,-1,OR8B9P,NA,NA
NA,ENSG00000254646,124387138,-1,OR8B10P,NA,NA
NA,ENSG00000255315,124401521,1,OR8A3P,NA,NA
77.22385142,ENSG00000170953,124413575,-1,OR8B12,219858,0.178075255695636
68.38709677,ENSG00000196119,124439893,1,OR8A1,390275,0.058828646142404
NA,ENSG00000255341,124471480,1,OR8Q1P,NA,NA
77.21407625,ENSG00000154143,124481386,1,PANX3,116337,0.00188124156678788
72.8054741,ENSG00000154144,124492732,1,TBRG1,84897,8.02614053558845e-05
83.20625611,ENSG00000110013,124565603,-1,SIAE,54414,2.58571955397209e-09
NA,ENSG00000200278,124506355,1,RNA5SP352,NA,NA
46.35386119,ENSG00000064199,124543694,1,SPA17,53340,0.00626347389447245
53.01075269,ENSG00000154146,124609742,1,NRGN,4900,0.536942023282865
59.6969697,ENSG00000019102,124622134,-1,VSIG2,23584,0.000163565811379291
54.24242424,ENSG00000149564,124632186,-1,ESAM,90952,0.191978713582815
33.4799609,ENSG00000120458,124670569,-1,MSANTD2,79684,0.70997170666646
30.28347996,ENSG00000154134,124735282,1,ROBO3,64221,0.0286120107539813
