chr	start	end
chr4	65480000	68320000
chr4	68320000	69080000
chr4	69080000	70080000
chr4	70080000	70520000
chr4	70520000	70760000
chr4	70760000	71440000
chr4	71440000	71880000
chr4	71880000	72600000
chr4	72600000	73160000
chr4	73160000	73360000
chr4	73360000	73920000
chr4	73920000	75040000
chr4	75040000	75640000
chr4	75640000	76440000
chr4	76440000	76800000
chr4	76800000	77040000
chr4	77040000	77680000
chr4	77680000	78000000
chr4	78000000	78160000
chr4	78160000	78280000
chr4	78280000	78640000
chr4	78640000	78840000
chr4	78840000	79480000
chr4	79480000	79840000
chr4	79840000	81240000
chr4	81240000	82000000
chr4	82000000	82320000
chr4	82320000	83280000
chr4	83280000	83760000
chr4	83760000	84200000
chr4	84200000	85480000
chr4	85480000	85920000
chr4	85920000	87360000
chr4	87360000	87840000
chr4	87840000	88040000
chr4	88040000	88920000
chr4	88920000	89120000
chr4	89120000	89440000
chr4	89440000	89720000
chr4	89720000	90040000
chr4	90040000	90840000
chr4	90840000	91240000
chr4	91240000	92040000
chr4	92040000	93320000
chr4	93320000	94160000
chr4	94160000	94720000
chr4	94720000	95200000
chr4	95200000	95520000
chr4	95520000	96080000
chr4	96080000	97280000
chr4	97280000	98080000
chr4	98080000	99040000
chr4	99040000	100000000
chr4	100000000	100440000
chr4	100440000	100880000
chr4	100880000	101680000
chr4	101680000	103320000
chr4	103320000	104040000
chr4	104040000	104880000
chr4	104880000	105800000
chr4	105800000	106400000
chr4	106400000	106640000
chr4	106640000	107160000
chr4	107160000	107840000
chr4	107840000	108680000
chr4	108680000	108880000
chr4	108880000	109560000
chr4	109560000	110320000
chr4	110320000	110920000
chr4	110920000	111480000
chr4	111480000	112560000
chr4	112560000	113000000
chr4	113000000	113200000
chr4	113200000	113520000
chr4	113520000	113880000
chr4	113880000	114680000
chr4	114680000	115320000
chr4	115320000	115680000
chr4	115680000	116480000
chr4	116480000	116800000
chr4	116800000	118000000
chr4	118000000	119200000
chr4	119200000	119880000
chr4	119880000	120240000
chr4	120240000	120440000
chr4	120440000	121000000
chr4	121000000	121600000
chr4	121600000	122080000
chr4	122080000	122720000
chr4	122720000	123520000
chr4	123520000	123880000
chr4	123880000	124600000
chr4	124600000	125240000
chr4	125240000	126240000
chr4	126240000	128520000
chr4	128520000	128680000
chr4	128680000	129800000
chr4	129800000	130840000
chr4	130840000	131280000
chr4	131280000	131800000
chr4	131800000	132600000
chr4	132600000	134000000
chr4	134000000	135840000
chr4	135840000	136800000
chr4	136800000	137920000
chr4	137920000	138720000
chr4	138720000	139920000
chr4	139920000	140280000
chr4	140280000	141280000
chr4	141280000	141560000
chr4	141560000	141800000
chr4	141800000	142080000
chr4	142080000	142640000
chr4	142640000	143000000
chr4	143000000	144120000
chr4	144120000	144440000
chr4	144440000	145040000
chr4	145040000	146040000
chr4	146040000	146560000
chr4	146560000	146880000
chr4	146880000	147120000
chr4	147120000	148040000
chr4	148040000	148520000
chr4	148520000	148800000
chr4	148800000	150240000
chr4	150240000	150880000
chr4	150880000	151160000
chr4	151160000	152000000
chr4	152000000	152560000
chr4	152560000	153320000
chr4	153320000	153720000
chr4	153720000	154040000
chr4	154040000	154240000
chr4	154240000	154520000
chr4	154520000	155520000
chr4	155520000	156320000
chr4	156320000	156720000
chr4	156720000	156880000
chr4	156880000	157360000
chr4	157360000	158120000
chr4	158120000	158920000
chr4	158920000	159120000
chr4	159120000	159600000
chr4	159600000	160400000
chr4	160400000	162440000
chr4	162440000	163360000
chr4	163360000	163960000
chr4	163960000	164400000
chr4	164400000	165680000
chr4	165680000	166040000
chr4	166040000	166400000
chr4	166400000	167040000
chr4	167040000	167920000
chr4	167920000	169080000
chr4	169080000	169840000
chr4	169840000	170520000
chr4	170520000	170680000
chr4	170680000	171000000
chr4	171000000	171800000
chr4	171800000	173120000
chr4	173120000	173840000
chr4	173840000	174200000
chr4	174200000	175120000
chr4	175120000	175640000
chr4	175640000	176840000
chr4	176840000	177280000
chr4	177280000	178160000
chr4	178160000	178280000
chr4	178280000	179160000
chr4	179160000	181240000
chr4	181240000	181560000
chr4	181560000	182480000
chr4	182480000	183840000
chr4	183840000	184360000
chr4	184360000	185160000
chr4	185160000	185560000
chr4	185560000	186080000
chr4	186080000	186360000
chr4	186360000	187120000
chr4	187120000	187520000
chr4	187520000	188520000
chr4	188520000	190160000
chr4	190160000	191154276
chr5	0	920000
chr5	920000	1640000
chr5	1640000	2040000
chr5	2040000	2760000
chr5	2760000	3640000
chr5	3640000	4880000
chr5	4880000	5440000
chr5	5440000	6760000
chr5	6760000	7880000
chr5	7880000	8720000
chr5	8720000	9240000
chr5	9240000	10240000
chr5	10240000	10440000
chr5	10440000	10640000
chr5	10640000	11200000
chr5	11200000	12040000
chr5	12040000	13480000
chr5	13480000	13960000
chr5	13960000	14360000
chr5	14360000	14680000
chr5	14680000	15040000
chr5	15040000	16440000
chr5	16440000	17200000
chr5	17200000	18360000
chr5	18360000	19640000
chr5	19640000	20600000
chr5	20600000	20920000
chr5	20920000	21520000
chr5	21520000	21800000
chr5	21800000	22880000
chr5	22880000	23200000
chr5	23200000	23800000
chr5	23800000	24160000
chr5	24160000	25720000
chr5	25720000	26720000
chr5	26720000	28320000
chr5	28320000	28880000
chr5	28880000	29960000
chr5	29960000	31520000
chr5	31520000	31800000
chr5	31800000	32120000
chr5	32120000	33440000
chr5	33440000	33960000
chr5	33960000	34480000
chr5	34480000	34920000
chr5	34920000	36040000
chr5	36040000	36720000
chr5	36720000	37040000
chr5	37040000	37360000
chr5	37360000	37760000
chr5	37760000	38200000
chr5	38200000	38960000
chr5	38960000	39560000
chr5	39560000	40880000
chr5	40880000	41840000
chr5	41840000	42880000
chr5	42880000	43560000
chr5	43560000	44440000
chr5	44440000	44800000
chr5	44800000	46360000
chr5	49480000	50120000
chr5	50120000	51320000
chr5	51320000	52200000
chr5	52200000	52400000
chr5	52400000	53520000
chr5	53520000	53800000
chr5	53800000	54200000
chr5	54200000	54480000
chr5	54480000	55000000
chr5	55000000	55520000
chr5	55520000	56160000
chr5	56160000	56560000
chr5	56560000	57800000
chr5	57800000	58160000
chr5	58160000	58680000
chr5	58680000	59120000
chr5	59120000	59960000
chr5	59960000	60240000
chr5	60240000	61720000
chr5	61720000	63360000
chr5	63360000	63920000
chr5	63920000	64840000
chr5	64840000	65480000
chr5	65480000	66080000
chr5	66080000	66440000
chr5	66440000	67560000
chr5	67560000	68320000
chr5	68320000	70400000
chr5	70680000	71640000
chr5	71640000	72160000
chr5	72160000	72800000
chr5	72800000	73120000
chr5	73120000	73960000
chr5	73960000	74200000
chr5	74200000	74640000
chr5	74640000	75000000
chr5	75000000	75600000
chr5	75600000	75880000
chr5	75880000	76120000
chr5	76120000	76800000
chr5	76800000	77600000
chr5	77600000	78280000
chr5	78280000	78800000
chr5	78800000	79400000
chr5	79400000	79640000
chr5	79640000	79960000
chr5	79960000	80600000
chr5	80600000	81560000
chr5	81560000	82920000
chr5	82920000	86280000
chr5	86280000	86720000
chr5	86720000	88000000
chr5	88000000	89720000
chr5	89720000	90080000
chr5	90080000	90760000
chr5	90760000	92200000
chr5	92200000	92920000
chr5	92920000	93240000
chr5	93240000	94280000
chr5	94280000	94840000
chr5	94840000	95680000
chr5	95680000	96080000
chr5	96080000	96520000
chr5	96520000	98200000
chr5	98200000	98400000
chr5	98400000	99720000
chr5	99720000	101600000
chr5	101600000	101840000
chr5	101840000	102560000
chr5	102560000	102880000
chr5	102880000	105520000
chr5	105520000	106640000
chr5	106640000	107720000
chr5	107720000	108840000
chr5	108840000	109200000
chr5	109200000	110040000
chr5	110040000	110440000
chr5	110440000	110840000
chr5	110840000	111520000
chr5	111520000	111880000
chr5	111880000	112320000
chr5	112320000	112680000
chr5	112680000	112920000
chr5	112920000	113800000
chr5	113800000	114600000
chr5	114600000	114960000
chr5	114960000	115440000
chr5	115440000	118320000
chr5	118320000	118760000
chr5	118760000	119840000
chr5	119840000	121280000
chr5	121280000	121520000
chr5	121520000	121760000
chr5	121760000	122720000
chr5	122720000	122960000
chr5	122960000	125680000
chr5	125680000	125960000
chr5	125960000	126840000
chr5	126840000	127560000
chr5	127560000	128200000
chr5	128200000	129120000
chr5	129120000	130480000
chr5	130480000	130760000
chr5	130760000	131400000
chr5	131400000	131520000
chr5	131520000	132240000
chr5	132240000	133320000
chr5	133320000	134240000
chr5	134240000	134760000
chr5	134760000	135080000
chr5	135080000	135560000
chr5	135560000	136120000
chr5	136120000	136960000
chr5	136960000	137080000
chr5	137080000	137480000
chr5	137480000	137720000
chr5	137720000	138720000
chr5	138720000	139000000
chr5	139000000	139560000
chr5	139560000	140120000
chr5	140120000	140440000
chr5	140440000	141000000
chr5	141000000	141360000
chr5	141360000	141960000
chr5	141960000	142280000
chr5	142280000	142800000
chr5	142800000	143560000
chr5	143560000	144800000
chr5	144800000	145520000
chr5	145520000	145840000
chr5	145840000	146360000
chr5	146360000	146600000
chr5	146600000	147000000
chr5	147000000	147240000
chr5	147240000	147520000
chr5	147520000	147760000
chr5	147760000	148120000
chr5	148120000	148680000
chr5	148680000	149000000
chr5	149000000	149400000
chr5	149400000	149840000
chr5	149840000	150240000
chr5	150240000	150880000
chr5	150880000	151160000
chr5	151160000	151760000
chr5	151760000	152560000
chr5	152560000	152840000
chr5	152840000	153360000
chr5	153360000	153840000
chr5	153840000	154000000
chr5	154000000	154320000
chr5	154320000	155280000
chr5	155280000	156640000
chr5	156640000	157160000
chr5	157160000	158560000
chr5	158560000	159440000
chr5	159440000	159840000
chr5	159840000	160920000
chr5	160920000	162880000
chr5	162880000	163960000
chr5	163960000	165000000
chr5	165000000	167000000
chr5	167000000	167680000
chr5	167680000	167880000
chr5	167880000	168680000
chr5	168680000	169040000
chr5	169040000	169640000
chr5	169640000	169840000
chr5	169840000	170080000
chr5	170080000	170800000
chr5	170800000	171320000
chr5	171320000	171520000
chr5	171520000	171880000
chr5	171880000	172120000
chr5	172120000	172400000
chr5	172400000	173040000
chr5	173040000	173440000
chr5	173440000	173760000
chr5	173760000	174320000
chr5	174320000	174920000
chr5	174920000	175120000
chr5	175120000	175800000
chr5	175800000	176080000
chr5	176080000	176520000
chr5	176520000	176720000
chr5	176720000	176960000
chr5	176960000	177640000
chr5	177640000	178000000
chr5	178000000	178560000
chr5	178560000	179040000
chr5	179040000	179520000
chr5	179520000	180160000
chr5	180160000	180915260
chr6	120000	1480000
chr6	1480000	2200000
chr6	2200000	2760000
chr6	2760000	3040000
chr6	3040000	3720000
chr6	3720000	4040000
chr6	4040000	5040000
chr6	5040000	5400000
chr6	5400000	6040000
chr6	6040000	6640000
chr6	6640000	7280000
chr6	7280000	7640000
chr6	7640000	8080000
chr6	8080000	8920000
chr6	8920000	9520000
chr6	9520000	10480000
chr6	10480000	10840000
chr6	10840000	11560000
chr6	11560000	12280000
chr6	12280000	12640000
chr6	12640000	12920000
chr6	12920000	13320000
chr6	13320000	13600000
chr6	13600000	14080000
chr6	14080000	15680000
chr6	15680000	16240000
chr6	16240000	16760000
chr6	16760000	17120000
chr6	17120000	17600000
chr6	17600000	17840000
chr6	17840000	18240000
chr6	18240000	18520000
chr6	18520000	20080000
chr6	20080000	20520000
chr6	20520000	21600000
chr6	21600000	22480000
chr6	22480000	22960000
chr6	22960000	24400000
chr6	24400000	24720000
chr6	24720000	25080000
chr6	25080000	26000000
chr6	26000000	26560000
chr6	26560000	27080000
chr6	27080000	27880000
chr6	27880000	28360000
chr6	28360000	29000000
chr6	29000000	29600000
chr6	29600000	30160000
chr6	30160000	30440000
chr6	30440000	31080000
chr6	31080000	31480000
chr6	31480000	31960000
chr6	31960000	33240000
chr6	33240000	33680000
chr6	33680000	34120000
chr6	34120000	34400000
chr6	34400000	34600000
chr6	34600000	34760000
chr6	34760000	35240000
chr6	35240000	35440000
chr6	35440000	35720000
chr6	35720000	36360000
chr6	36360000	36560000
chr6	36560000	36720000
chr6	36720000	37280000
chr6	37280000	38000000
chr6	38000000	38680000
chr6	38680000	39280000
chr6	39280000	40280000
chr6	40280000	41040000
chr6	41040000	41320000
chr6	41320000	41680000
chr6	41680000	42040000
chr6	42040000	42560000
chr6	42560000	42880000
chr6	42880000	43160000
chr6	43160000	43560000
chr6	43560000	44360000
chr6	44360000	45360000
chr6	45360000	45920000
chr6	45920000	46640000
chr6	46640000	47040000
chr6	47040000	47320000
chr6	47320000	47560000
chr6	47560000	49440000
chr6	49440000	50000000
chr6	50000000	50600000
chr6	50600000	51440000
chr6	51440000	52120000
chr6	52120000	52520000
chr6	52520000	52960000
chr6	52960000	53360000
chr6	53360000	53560000
chr6	53560000	53840000
chr6	53840000	55120000
chr6	55120000	55840000
chr6	55840000	56200000
chr6	56200000	56480000
chr6	56480000	56720000
chr6	56720000	57200000
chr6	57200000	58080000
chr6	58080000	58720000
chr6	61960000	64000000
chr6	64000000	64560000
chr6	64560000	66520000
chr6	66520000	67280000
chr6	67280000	69040000
chr6	69040000	69320000
chr6	69320000	69520000
chr6	69520000	70440000
chr6	70440000	70880000
chr6	70880000	71760000
chr6	71760000	72080000
chr6	72080000	72240000
chr6	72240000	72840000
chr6	72840000	73080000
chr6	73080000	74120000
chr6	74120000	74360000
chr6	74360000	75960000
chr6	75960000	76320000
chr6	76320000	77600000
chr6	77600000	78200000
chr6	78200000	79560000
chr6	79560000	80600000
chr6	80600000	80800000
chr6	80800000	82920000
chr6	82920000	83320000
chr6	83320000	83920000
chr6	83920000	84280000
chr6	84280000	84960000
chr6	84960000	85480000
chr6	85480000	86040000
chr6	86040000	86320000
chr6	86320000	87760000
chr6	87760000	89640000
chr6	89640000	90080000
chr6	90080000	90360000
chr6	90360000	90560000
chr6	90560000	91280000
chr6	91280000	92800000
chr6	92800000	93520000
chr6	93520000	94160000
chr6	94160000	95680000
chr6	95880000	96400000
chr6	96400000	96960000
chr6	96960000	97320000
chr6	97320000	97520000
chr6	97520000	97880000
chr6	97880000	98480000
chr6	98480000	99720000
chr6	99720000	100280000
chr6	100280000	101120000
chr6	101120000	102440000
chr6	102440000	103120000
chr6	103120000	103600000
chr6	103600000	105240000
chr6	105240000	105520000
chr6	105520000	105880000
chr6	105880000	106760000
chr6	106760000	107040000
chr6	107040000	107360000
chr6	107360000	108200000
chr6	108200000	108840000
chr6	108840000	109400000
chr6	109400000	109800000
chr6	109800000	110760000
chr6	110760000	111320000
chr6	111320000	111560000
chr6	111560000	112000000
chr6	112000000	112400000
chr6	112400000	114280000
chr6	114280000	116520000
chr6	116520000	117000000
chr6	117000000	118000000
chr6	118000000	118600000
chr6	118600000	119200000
chr6	119200000	120000000
chr6	120000000	120400000
chr6	120400000	121360000
chr6	121360000	121640000
chr6	121640000	122760000
chr6	122760000	123680000
chr6	123680000	124040000
chr6	124040000	125160000
chr6	125160000	125440000
chr6	125440000	126120000
chr6	126120000	126320000
chr6	126320000	127080000
chr6	127080000	127600000
chr6	127600000	127880000
chr6	127880000	128840000
chr6	128840000	129080000
chr6	129080000	129800000
chr6	129800000	130080000
chr6	130080000	130360000
chr6	130360000	131160000
chr6	131160000	131480000
chr6	131480000	131960000
chr6	131960000	132600000
chr6	132600000	132840000
chr6	132840000	133120000
chr6	133120000	133880000
chr6	133880000	134240000
chr6	134240000	134440000
chr6	134440000	135320000
chr6	135320000	135760000
chr6	135760000	136640000
chr6	136640000	136880000
chr6	136880000	137120000
chr6	137120000	138000000
chr6	138000000	138320000
chr6	138320000	138440000
chr6	138440000	138720000
chr6	138720000	138880000
chr6	138880000	139120000
chr6	139120000	139680000
chr6	139680000	141280000
chr6	141280000	141960000
chr6	141960000	142440000
chr6	142440000	142760000
chr6	142760000	143840000
chr6	143840000	144400000
chr6	144400000	144840000
chr6	144840000	145560000
chr6	145560000	146040000
chr6	146040000	147120000
chr6	147120000	147680000
chr6	147680000	148600000
chr6	148600000	148840000
chr6	148840000	149320000
chr6	149320000	149840000
chr6	149840000	150720000
chr6	150720000	151200000
chr6	151200000	151720000
chr6	151720000	152720000
chr6	152720000	153000000
chr6	153000000	154440000
chr6	154440000	154960000
chr6	154960000	155160000
chr6	155160000	155600000
chr6	155600000	157080000
chr6	157080000	157520000
chr6	157520000	157720000
chr6	157720000	158080000
chr6	158080000	158560000
chr6	158560000	159120000
chr6	159120000	159440000
chr6	159440000	160080000
chr6	160080000	161120000
chr6	161120000	161520000
chr6	161520000	161800000
chr6	161800000	163240000
chr6	163240000	163840000
chr6	163840000	164400000
chr6	164400000	165720000
chr6	165720000	166280000
chr6	166280000	166640000
chr6	166640000	166840000
chr6	166840000	167160000
chr6	167160000	167560000
chr6	167560000	167800000
chr6	167800000	168320000
chr6	168320000	168760000
chr6	168760000	169280000
chr6	169280000	170200000
chr6	170200000	170920000
chr7	40000	920000
chr7	920000	1560000
chr7	1560000	2440000
chr7	2440000	2760000
chr7	2760000	3960000
chr7	3960000	4800000
chr7	4800000	5240000
chr7	5240000	5520000
chr7	5520000	5800000
chr7	5800000	6480000
chr7	6480000	6960000
chr7	6960000	7440000
chr7	7440000	7600000
chr7	7600000	8400000
chr7	8400000	10960000
chr7	10960000	11400000
chr7	11400000	12520000
chr7	12520000	13320000
chr7	13320000	14760000
chr7	14760000	16120000
chr7	16120000	16640000
chr7	16640000	17320000
chr7	17320000	17720000
chr7	17720000	18400000
chr7	18400000	18600000
chr7	18600000	19160000
chr7	19160000	19720000
chr7	19720000	20200000
chr7	20200000	20720000
chr7	20720000	21280000
chr7	21280000	22120000
chr7	22120000	22560000
chr7	22560000	22840000
chr7	22840000	23200000
chr7	23200000	23600000
chr7	23600000	24440000
chr7	24440000	24840000
chr7	24840000	25200000
chr7	25200000	25920000
chr7	25920000	26720000
chr7	26720000	27200000
chr7	27200000	27640000
chr7	27640000	27840000
chr7	27840000	28160000
chr7	28160000	28920000
chr7	28920000	29680000
chr7	29680000	29960000
chr7	29960000	30160000
chr7	30160000	30680000
chr7	30680000	31760000
chr7	31760000	32520000
chr7	32520000	33160000
chr7	33160000	33760000
chr7	33760000	34000000
chr7	34000000	34840000
chr7	34840000	35080000
chr7	35080000	35680000
chr7	35680000	35960000
chr7	35960000	36440000
chr7	36440000	37000000
chr7	37000000	37240000
chr7	37240000	37920000
chr7	37920000	38120000
chr7	38120000	38400000
chr7	38400000	38720000
chr7	38720000	39600000
chr7	39600000	39880000
chr7	39880000	40160000
chr7	40160000	41920000
chr7	41920000	42960000
chr7	42960000	43600000
chr7	43600000	44000000
chr7	44000000	44600000
chr7	44600000	44880000
chr7	44880000	45200000
chr7	45200000	45960000
chr7	45960000	46400000
chr7	46400000	47280000
chr7	47280000	47960000
chr7	47960000	48200000
chr7	48200000	48920000
chr7	48920000	50080000
chr7	50080000	50480000
chr7	50480000	51240000
chr7	51240000	51480000
chr7	51480000	53000000
chr7	53000000	54800000
chr7	54800000	55360000
chr7	55360000	55680000
chr7	55680000	56200000
chr7	56200000	57000000
chr7	57080000	58000000
chr7	61640000	61920000
chr7	62080000	64240000
chr7	64240000	64400000
chr7	64400000	65160000
chr7	65160000	65480000
chr7	65480000	66000000
chr7	66000000	66480000
chr7	66480000	66800000
chr7	66800000	69640000
chr7	69640000	70200000
chr7	70200000	71200000
chr7	71200000	72440000
chr7	72640000	72880000
chr7	72880000	73160000
chr7	73160000	73440000
chr7	73440000	73840000
chr7	73840000	74160000
chr7	74160000	74320000
chr7	74480000	74600000
chr7	75040000	75400000
chr7	75400000	75680000
chr7	75680000	75800000
chr7	75800000	75960000
chr7	75960000	76760000
chr7	76760000	77000000
chr7	77000000	77240000
chr7	77240000	78880000
chr7	78880000	79680000
chr7	79680000	80040000
chr7	80040000	80320000
chr7	80320000	81120000
chr7	81120000	81640000
chr7	81640000	82400000
chr7	82400000	83000000
chr7	83000000	83480000
chr7	83480000	84640000
chr7	84640000	85480000
chr7	85480000	86520000
chr7	86520000	86880000
chr7	86880000	87080000
chr7	87080000	87840000
chr7	87840000	89760000
chr7	89760000	90080000
chr7	90080000	90680000
chr7	90680000	91520000
chr7	91520000	92160000
chr7	92160000	92480000
chr7	92480000	92760000
chr7	92760000	93920000
chr7	93920000	95160000
chr7	95160000	95320000
chr7	95320000	96720000
chr7	96720000	97640000
chr7	97640000	97880000
chr7	97880000	98480000
chr7	98480000	98960000
chr7	98960000	99680000
chr7	99680000	100040000
chr7	100040000	100480000
chr7	100480000	100720000
chr7	100720000	100960000
chr7	100960000	101160000
chr7	101160000	102120000
chr7	102120000	102320000
chr7	102320000	102720000
chr7	102720000	103840000
chr7	103840000	104560000
chr7	104560000	105200000
chr7	105200000	105800000
chr7	105800000	106160000
chr7	106160000	106400000
chr7	106400000	106800000
chr7	106800000	107800000
chr7	107800000	108160000
chr7	108160000	110120000
chr7	110120000	110720000
chr7	110720000	111360000
chr7	111360000	112160000
chr7	112160000	112560000
chr7	112560000	113400000
chr7	113400000	115760000
chr7	115760000	116240000
chr7	116240000	116560000
chr7	116560000	116800000
chr7	116800000	117040000
chr7	117040000	117360000
chr7	117360000	117840000
chr7	117840000	118840000
chr7	118840000	119560000
chr7	119560000	120400000
chr7	120400000	120600000
chr7	120600000	120760000
chr7	120760000	121200000
chr7	121200000	121680000
chr7	121680000	122200000
chr7	122200000	123120000
chr7	123120000	124560000
chr7	124560000	125320000
chr7	125320000	127200000
chr7	127200000	127960000
chr7	127960000	128520000
chr7	128520000	128760000
chr7	128760000	129280000
chr7	129280000	129480000
chr7	129480000	129680000
chr7	129680000	130560000
chr7	130560000	131160000
chr7	131160000	131960000
chr7	131960000	132280000
chr7	132280000	132920000
chr7	132920000	133120000
chr7	133120000	134120000
chr7	134120000	134320000
chr7	134320000	134920000
chr7	134920000	135320000
chr7	135320000	135720000
chr7	135720000	137280000
chr7	137280000	137560000
chr7	137560000	138120000
chr7	138120000	138760000
chr7	138760000	139760000
chr7	139760000	140160000
chr7	140160000	140360000
chr7	140360000	140720000
chr7	140720000	141440000
chr7	141440000	142000000
chr7	142000000	142280000
chr7	142280000	142520000
chr7	142520000	142920000
chr7	142920000	143240000
chr7	143400000	143880000
chr7	143880000	144160000
chr7	144160000	145800000
chr7	145800000	147960000
chr7	147960000	148200000
chr7	148200000	148680000
chr7	148800000	149320000
chr7	149320000	149480000
chr7	149480000	149960000
chr7	149960000	150760000
chr7	150760000	151480000
chr7	151480000	151640000
chr7	151640000	151840000
chr7	151840000	152520000
chr7	152520000	153760000
chr7	153760000	154680000
chr7	154680000	155160000
chr7	155160000	155600000
chr7	155600000	156720000
chr7	156720000	157200000
chr7	157200000	158440000
chr7	158440000	159138663
chr8	160000	1800000
chr8	1800000	2000000
chr8	2000000	3400000
chr8	3400000	4880000
chr8	4880000	6240000
chr8	6240000	6680000
chr8	6680000	7040000
chr8	8160000	8600000
chr8	8600000	8880000
chr8	8880000	9720000
chr8	9720000	10360000
chr8	10360000	10720000
chr8	10720000	11240000
chr8	11240000	11920000
chr8	11920000	13520000
chr8	13520000	14160000
chr8	14160000	14760000
chr8	14760000	15240000
chr8	15240000	15520000
chr8	15520000	16640000
chr8	16640000	17040000
chr8	17040000	17440000
chr8	17440000	17800000
chr8	17800000	18720000
chr8	18720000	19240000
chr8	19240000	19720000
chr8	19720000	20040000
chr8	20040000	21840000
chr8	21840000	22480000
chr8	22480000	22880000
chr8	22880000	23120000
chr8	23120000	23280000
chr8	23280000	23600000
chr8	23600000	24120000
chr8	24120000	24320000
chr8	24320000	24720000
chr8	24720000	25000000
chr8	25000000	25320000
chr8	25320000	25960000
chr8	25960000	26240000
chr8	26240000	26400000
chr8	26400000	27160000
chr8	27160000	27480000
chr8	27480000	27640000
chr8	27640000	28200000
chr8	28200000	28640000
chr8	28640000	29000000
chr8	29000000	30040000
chr8	30040000	30480000
chr8	30480000	31040000
chr8	31040000	32080000
chr8	32080000	32400000
chr8	32400000	33480000
chr8	33480000	35000000
chr8	35000000	36040000
chr8	36040000	36680000
chr8	36680000	37600000
chr8	37600000	38040000
chr8	38040000	38280000
chr8	38280000	38640000
chr8	38640000	38840000
chr8	38840000	39720000
chr8	39720000	40080000
chr8	40080000	40920000
chr8	40920000	41400000
chr8	41400000	41760000
chr8	41760000	42000000
chr8	42000000	42240000
chr8	42240000	42920000
chr8	42920000	43760000
chr8	46920000	47800000
chr8	47800000	48120000
chr8	48120000	48680000
chr8	48680000	49880000
chr8	49880000	50800000
chr8	50800000	51320000
chr8	51320000	52760000
chr8	52760000	52920000
chr8	52920000	53440000
chr8	53440000	53880000
chr8	53880000	54760000
chr8	54760000	55080000
chr8	55080000	55400000
chr8	55400000	56680000
chr8	56680000	57000000
chr8	57000000	57880000
chr8	57880000	58280000
chr8	58280000	59600000
chr8	59600000	60920000
chr8	60920000	61320000
chr8	61320000	61760000
chr8	61760000	62040000
chr8	62040000	62520000
chr8	62520000	64080000
chr8	64080000	65400000
chr8	65400000	66520000
chr8	66520000	66960000
chr8	66960000	67360000
chr8	67360000	68200000
chr8	68200000	68440000
chr8	68440000	68720000
chr8	68720000	69400000
chr8	69400000	70560000
chr8	70560000	71600000
chr8	71600000	72720000
chr8	72720000	73080000
chr8	73080000	73920000
chr8	73920000	74120000
chr8	74120000	74600000
chr8	74600000	75000000
chr8	75000000	75280000
chr8	75280000	75800000
chr8	75800000	76200000
chr8	76200000	77240000
chr8	77240000	78320000
chr8	78320000	79360000
chr8	79360000	80560000
chr8	80560000	80960000
chr8	80960000	81160000
chr8	81160000	81520000
chr8	81520000	81920000
chr8	81920000	82160000
chr8	82160000	82640000
chr8	82640000	85520000
chr8	85520000	86040000
chr8	86040000	87120000
chr8	87120000	87520000
chr8	87520000	88560000
chr8	88560000	89360000
chr8	89360000	90720000
chr8	90720000	91000000
chr8	91000000	91600000
chr8	91600000	92040000
chr8	92040000	92440000
chr8	92440000	94680000
chr8	94680000	95000000
chr8	95000000	95400000
chr8	95400000	95760000
chr8	95760000	96280000
chr8	96280000	96880000
chr8	96880000	97240000
chr8	97240000	98600000
chr8	98600000	99120000
chr8	99120000	100040000
chr8	100040000	100400000
chr8	100400000	101160000
chr8	101160000	101560000
chr8	101560000	102320000
chr8	102320000	103240000
chr8	103240000	103880000
chr8	103880000	104520000
chr8	104520000	105480000
chr8	105480000	106440000
chr8	106440000	106800000
chr8	106800000	107720000
chr8	107720000	108800000
chr8	108800000	109800000
chr8	109800000	110360000
chr8	110360000	110720000
chr8	110720000	111040000
chr8	111040000	111920000
chr8	111920000	112360000
chr8	112360000	112840000
chr8	112840000	113760000
chr8	113760000	114480000
chr8	114480000	116080000
chr8	116080000	117800000
chr8	117800000	118080000
chr8	118080000	118320000
chr8	118320000	119120000
chr8	119120000	119720000
chr8	119720000	120080000
chr8	120080000	120240000
chr8	120240000	120480000
chr8	120480000	120840000
chr8	120840000	121120000
chr8	121120000	121480000
chr8	121480000	121960000
chr8	121960000	122240000
chr8	122240000	122960000
chr8	122960000	123680000
chr8	123680000	124240000
chr8	124240000	124800000
chr8	124800000	125520000
chr8	125520000	126080000
chr8	126080000	126440000
chr8	126440000	126720000
chr8	126720000	127280000
chr8	127280000	127840000
chr8	127840000	128760000
chr8	128760000	129680000
chr8	129680000	130800000
chr8	130800000	131120000
chr8	131120000	131720000
chr8	131720000	133200000
chr8	133200000	133760000
chr8	133760000	134200000
chr8	134200000	134480000
chr8	134480000	134920000
chr8	134920000	135720000
chr8	135720000	135920000
chr8	135920000	136440000
chr8	136440000	137760000
chr8	137760000	138560000
chr8	138560000	139120000
chr8	139120000	139720000
chr8	139720000	140480000
chr8	140480000	141440000
chr8	141440000	141640000
chr8	141640000	142200000
chr8	142200000	142400000
chr8	142400000	143720000
chr8	143720000	144360000
chr8	144360000	144640000
chr8	144640000	144920000
chr8	144920000	145320000
chr8	145480000	145680000
chr8	145680000	146364022
chr9	200000	800000
chr9	800000	1640000
chr9	1640000	2080000
